state,lga,report_date,children_targeted,children_vaccinated,vaccination_team,campaign_phase,vaccination_coverage_pct
Ekiti,Ekiti East,2025-06-12,70.0,406.0,Team C,Initial,580.0
Ekiti,Ikere,2025-06-04,331.0,192.0,Team C,Follow-up,58.0
Ekiti,Emure,2025-06-23,437.0,153.0,Team A,Initial,35.0
Ekiti,Ado-Ekiti,2025-06-29,510.0,66.0,Team C,Follow-up,12.9
Ekiti,Ikere,2025-06-08,245.0,377.0,Team C,Initial,153.9
Ekiti,Moba,2025-06-12,386.0,44.0,Team B,Follow-up,11.4
Ekiti,Moba,2025-06-08,81.0,101.0,Team E,Follow-up,124.7
Ekiti,Irepodun/Ifelodun,2025-06-25,578.0,351.0,Team B,Initial,113.44880898304521
Ekiti,Ekiti West,2025-06-30,53.0,100.0,Team E,Initial,188.7
Ekiti,Ekiti South-East,2025-06-23,301.0,71.0,Team B,Initial,23.6
Ekiti,Efon,2025-06-19,102.0,494.0,Team E,Initial,484.3
Ekiti,Moba,2025-06-24,554.0,354.0,Team D,Initial,63.9
Ekiti,Ikere,2025-06-10,173.0,44.0,Team D,Follow-up,25.4
Ekiti,Efon,2025-06-20,453.0,238.0,Team C,Initial,52.5
Ekiti,Ekiti South-West,2025-06-18,74.0,477.0,Team A,Initial,644.6
Ekiti,Ekiti South-West,2025-06-03,53.0,326.0,Team E,Follow-up,615.1
Ekiti,Ise/Orun,2025-06-21,120.0,68.0,Team B,Initial,56.7
Ekiti,Moba,2025-05-30,59.0,,Team B,Initial,905.1
Ekiti,Ise/Orun,2025-06-19,159.0,556.0,Team B,Initial,349.7
Ekiti,Ado-Ekiti,2025-06-27,589.0,381.0,Team A,Initial,64.7
Ekiti,Ikere,2025-06-26,319.0,549.0,Team C,Follow-up,172.1
Ekiti,Emure,2025-05-30,,173.0,Team B,Initial,67.3
Ekiti,Emure,2025-06-22,447.0,393.0,Team B,Follow-up,87.9
Ekiti,Ado-Ekiti,2025-06-19,118.0,78.0,Team B,Follow-up,66.1
Ekiti,Ise/Orun,2025-07-01,349.0,194.0,Team B,Initial,55.6
Ekiti,Moba,2025-06-16,158.0,356.0,Team C,Initial,225.3
Ekiti,Ikere,2025-06-30,515.0,477.0,Team E,Initial,92.6
Ekiti,Gbonyin,2025-06-02,190.0,539.0,Team C,Initial,
Ekiti,Irepodun/Ifelodun,2025-06-05,218.0,164.0,Team E,Initial,75.2
Ekiti,Ekiti South-West,2025-06-12,474.0,108.0,Team B,Initial,22.8
Ekiti,Ikere,2025-06-04,433.0,566.0,Team C,Initial,130.7
Ekiti,Ekiti South-East,2025-06-03,208.0,49.0,Team B,Initial,23.6
Ekiti,Ekiti West,2025-06-14,164.0,327.0,Team A,Initial,199.4
Ekiti,Gbonyin,2025-06-15,365.0,372.0,Team A,Initial,101.9
Ekiti,Ijero,2025-05-31,86.0,546.0,Team C,Follow-up,634.9
Ekiti,Oye,2025-06-09,297.0,158.0,Team C,Initial,53.2
Ekiti,Ise/Orun,2025-06-15,215.0,61.0,Team A,Follow-up,28.4
Ekiti,Irepodun/Ifelodun,2025-06-06,81.0,249.0,Team D,Follow-up,307.4
Ekiti,Ise/Orun,2025-06-25,400.0,313.0,Team A,Follow-up,78.2
Ekiti,Ekiti East,2025-06-14,141.0,444.0,Team C,Initial,
Ekiti,Irepodun/Ifelodun,2025-06-23,566.0,282.0,Team E,Initial,49.8
Ekiti,Moba,2025-06-07,493.0,467.0,Team E,Initial,94.7
Ekiti,Ikere,2025-07-02,326.0,328.0,Team A,Initial,100.6
Ekiti,Oye,2025-06-30,299.0,115.0,Team C,Initial,38.5
Ekiti,Gbonyin,2025-06-29,478.0,335.0,Team C,Initial,70.1
Ekiti,Ijero,2025-06-18,54.0,125.0,Team E,Initial,231.5
Ekiti,Oye,2025-06-03,551.0,355.0,Team E,Initial,64.4
Ekiti,Ido-Osi,2025-06-15,152.0,526.0,Team E,Initial,109.15117307400656
Ekiti,Ekiti West,2025-06-01,314.0,280.0,Team D,Follow-up,89.2
Ekiti,Oye,2025-06-09,172.0,348.0,Team C,Follow-up,202.3
Ekiti,Ijero,2025-06-25,336.0,196.0,Team D,Follow-up,58.3
Ekiti,Ekiti East,2025-06-02,344.0,247.0,Team B,Initial,71.8
Ekiti,Ekiti East,2025-06-15,527.0,488.0,Team A,Initial,92.6
Ekiti,Ijero,2025-05-30,132.0,213.0,Team E,Initial,161.4
Ekiti,Ijero,2025-06-03,59.0,534.0,Team C,Initial,905.1
Ekiti,Ekiti West,2025-06-14,434.0,458.0,Team B,Follow-up,105.5
Ekiti,Ekiti South-East,2025-06-03,593.0,369.0,Team D,Initial,62.2
Ekiti,Efon,2025-06-12,241.0,547.0,Team C,Follow-up,227.0
Ekiti,Ado-Ekiti,2025-06-02,403.0,474.0,Team E,Initial,117.6
Ekiti,Emure,2025-06-14,347.0,166.0,Team A,Follow-up,47.8
Ekiti,Ekiti West,2025-06-05,64.0,300.0,Team B,Initial,468.8
Ekiti,Ekiti South-West,2025-06-27,497.0,74.0,Team A,Initial,14.9
Ekiti,Irepodun/Ifelodun,2025-05-29,124.0,43.0,Team A,Initial,34.7
Ekiti,Ekiti South-West,2025-06-19,78.0,90.0,Team A,Follow-up,115.4
Ekiti,Ekiti West,2025-06-24,560.0,520.0,Team E,Initial,92.9
Ekiti,Efon,2025-06-15,466.0,481.0,Team D,Follow-up,103.2
Ekiti,Oye,2025-06-06,247.0,74.0,Team B,Initial,
Ekiti,Ise/Orun,2025-05-31,431.0,168.0,Team D,Follow-up,39.0
Ekiti,Ekiti West,2025-07-01,214.0,558.0,Team D,Initial,260.7
Ekiti,Gbonyin,2025-06-13,414.0,419.0,Team E,Initial,101.2
Ekiti,Efon,2025-06-05,,282.0,Team E,Initial,191.8
Ekiti,Moba,2025-06-08,145.0,72.0,Team C,Initial,
Ekiti,Moba,2025-06-14,163.0,563.0,Team D,Initial,345.4
Ekiti,Ekiti East,2025-06-01,580.0,501.0,Team B,Follow-up,86.4
Ekiti,Ado-Ekiti,2025-06-09,,493.0,Team D,Initial,167.1
Ekiti,Ekiti South-West,2025-06-10,258.0,245.0,Team A,Initial,95.0
Ekiti,Ise/Orun,2025-06-17,417.0,518.0,Team E,Follow-up,124.2
Ekiti,Ijero,2025-06-17,71.0,410.0,Team A,Initial,577.5
Ekiti,Gbonyin,2025-07-01,519.0,501.0,Team D,Initial,96.5
Ekiti,Efon,2025-06-11,184.0,,Team A,Initial,65.8
Ekiti,Ido-Osi,2025-06-16,111.0,317.0,Team D,Follow-up,285.6
Ekiti,Ise/Orun,2025-06-26,180.0,167.0,Team E,Initial,92.8
Ekiti,Ekiti East,2025-06-30,178.0,43.0,Team A,Initial,24.2
Ekiti,Ekiti East,2025-06-09,141.0,488.0,Team A,Initial,346.1
Ekiti,Ekiti South-West,2025-06-15,322.0,330.0,Team B,Initial,102.5
Ekiti,Ekiti West,2025-06-20,517.0,81.0,Team B,Initial,15.7
Ekiti,Ekiti South-West,2025-05-30,568.0,412.0,Team B,Initial,72.5
Ekiti,Oye,2025-06-14,371.0,75.0,Team B,Initial,102.18805144546846
Ekiti,Ijero,2025-05-31,,302.0,Team C,Initial,92.9
Ekiti,Ekiti West,2025-05-29,265.0,71.0,Team D,Follow-up,
Ekiti,Ikere,2025-05-30,513.0,128.0,Team A,Initial,25.0
Ekiti,Ekiti South-West,2025-06-30,79.0,386.0,Team E,Initial,488.6
Ekiti,Ido-Osi,2025-06-10,226.0,45.0,Team B,Follow-up,19.9
Ekiti,Ikole,2025-06-30,207.0,233.0,Team A,Initial,112.6
Ekiti,Ekiti South-East,2025-06-28,224.0,343.0,Team D,Follow-up,153.1
Ekiti,Irepodun/Ifelodun,2025-06-13,362.0,187.0,Team A,Follow-up,51.7
Ekiti,Ado-Ekiti,2025-06-26,432.0,396.0,Team C,Initial,91.7
Ekiti,Ikole,2025-06-04,507.0,280.0,Team E,Initial,55.2
Ekiti,Ijero,2025-06-25,219.0,311.0,Team A,Follow-up,142.0
Ekiti,Ekiti West,2025-06-29,234.0,537.0,Team B,Initial,229.5
Ekiti,Irepodun/Ifelodun,2025-07-02,135.0,164.0,Team A,Initial,121.5
Ekiti,Ado-Ekiti,2025-06-23,109.0,587.0,Team C,Initial,538.5
Ekiti,Irepodun/Ifelodun,2025-06-30,316.0,269.0,Team C,Initial,85.1
Ekiti,Ikere,2025-06-17,104.0,111.0,Team D,Follow-up,106.7
Ekiti,Ijero,2025-06-11,545.0,312.0,Team A,Initial,57.2
Ekiti,Oye,2025-06-12,125.0,285.0,Team E,Follow-up,228.0
Ekiti,Moba,2025-06-19,572.0,573.0,Team E,Initial,100.2
Ekiti,Ekiti South-East,2025-06-10,,102.0,Team A,Follow-up,24.3
Ekiti,Moba,2025-06-06,310.0,260.0,Team C,Initial,83.9
Ekiti,Irepodun/Ifelodun,2025-06-23,127.0,194.0,Team E,Initial,152.8
Ekiti,Gbonyin,2025-06-20,551.0,79.0,Team A,Initial,14.3
Ekiti,Efon,2025-06-01,224.0,117.0,Team D,Follow-up,52.2
Ekiti,Moba,2025-06-06,287.0,,Team A,Initial,91.3
Ekiti,Efon,2025-05-29,331.0,526.0,Team A,Initial,158.9
Ekiti,Ekiti East,2025-06-02,365.0,151.0,Team A,Follow-up,41.4
Ekiti,Ijero,2025-06-14,467.0,,Team B,Follow-up,66.6
Ekiti,Ekiti East,2025-06-25,90.0,,Team B,Initial,507.8
Ekiti,Ijero,2025-06-08,413.0,77.0,Team D,Initial,18.6
Ekiti,Ekiti South-West,2025-06-01,179.0,389.0,Team D,Initial,217.3
Ekiti,Ikole,2025-06-03,580.0,168.0,Team B,Initial,29.0
Ekiti,Ekiti East,2025-06-22,111.0,480.0,Team E,Initial,432.4
Ekiti,Ekiti West,2025-06-30,115.0,427.0,Team A,Initial,371.3
Ekiti,Efon,2025-06-16,174.0,160.0,Team D,Initial,92.0
Ekiti,Oye,2025-06-13,334.0,463.0,Team B,Initial,138.6
Ekiti,Ikole,2025-06-16,482.0,416.0,Team B,Follow-up,86.3
Ekiti,Ekiti South-West,2025-05-31,373.0,263.0,Team B,Initial,70.5
Ekiti,Ikere,2025-06-27,,145.0,Team D,Initial,154.3
Ekiti,Ikere,2025-06-09,98.0,253.0,Team D,Initial,258.2
Ekiti,Gbonyin,2025-06-08,151.0,544.0,Team D,Initial,360.3
Ekiti,Irepodun/Ifelodun,2025-06-15,458.0,310.0,Team E,Follow-up,67.7
Ekiti,Ekiti South-East,2025-06-26,482.0,53.0,Team D,Initial,
Ekiti,Emure,2025-05-29,,159.0,Team B,Initial,
Ekiti,Oye,2025-06-14,374.0,178.0,Team A,Initial,47.6
Ekiti,Moba,2025-06-21,115.0,97.0,Team B,Follow-up,84.3
Ekiti,Moba,2025-06-19,461.0,387.0,Team A,Follow-up,83.9
Ekiti,Ikere,2025-06-18,232.0,407.0,Team E,Initial,175.4
Ekiti,Emure,2025-06-13,59.0,387.0,Team B,Initial,655.9
Ekiti,Ekiti East,2025-05-31,517.0,,Team C,Initial,57.6
Ekiti,Ado-Ekiti,2025-06-17,514.0,82.0,Team E,Initial,16.0
Ekiti,Gbonyin,2025-06-11,358.0,319.0,Team D,Follow-up,
Ekiti,Efon,2025-06-20,487.0,,Team D,Initial,32.6
Ekiti,Gbonyin,2025-06-09,102.0,265.0,Team A,Follow-up,259.8
Ekiti,Ise/Orun,2025-05-29,525.0,148.0,Team D,Initial,28.2
Ekiti,Ikere,2025-06-19,324.0,376.0,Team B,Follow-up,
Ekiti,Oye,2025-06-22,239.0,460.0,Team B,Initial,192.5
Ekiti,Ikole,2025-06-03,227.0,168.0,Team D,Initial,74.0
Ekiti,Ise/Orun,2025-06-28,471.0,354.0,Team C,Follow-up,75.2
Ekiti,Ado-Ekiti,2025-06-15,521.0,485.0,Team C,Follow-up,93.1
Ekiti,Emure,2025-06-30,520.0,296.0,Team E,Initial,56.9
Ekiti,Ikere,2025-06-10,82.0,383.0,Team D,Follow-up,467.1
Ekiti,Moba,2025-06-13,530.0,361.0,Team C,Initial,68.1
Ekiti,Ikere,2025-06-30,57.0,153.0,Team D,Initial,268.4
Ekiti,Ijero,2025-05-29,93.0,461.0,Team E,Follow-up,495.7
Ekiti,Ijero,2025-06-03,79.0,197.0,Team D,Initial,249.4
Ekiti,Ekiti West,2025-06-14,353.0,73.0,Team A,Initial,20.7
Ekiti,Ado-Ekiti,2025-06-03,300.0,,Team D,Initial,136.7
Ekiti,Ido-Osi,2025-06-07,304.0,470.0,Team B,Follow-up,154.6
Ekiti,Moba,2025-06-23,69.0,166.0,Team C,Initial,240.6
Ekiti,Ikole,2025-05-31,189.0,389.0,Team A,Initial,205.8
Ekiti,Moba,2025-06-23,528.0,556.0,Team A,Initial,105.3
Ekiti,Oye,2025-05-30,509.0,223.0,Team B,Initial,43.8
Ekiti,Irepodun/Ifelodun,2025-06-17,82.0,553.0,Team B,Initial,674.4
Ekiti,Oye,2025-06-17,568.0,169.0,Team A,Follow-up,29.8
Ekiti,Ekiti South-East,2025-06-12,432.0,455.0,Team B,Initial,105.3
Ekiti,Gbonyin,2025-06-03,261.0,516.0,Team A,Initial,197.7
Ekiti,Emure,2025-07-01,,499.0,Team C,Initial,219.8
Ekiti,Ekiti South-West,2025-06-07,204.0,224.0,Team D,Initial,109.8
Ekiti,Irepodun/Ifelodun,2025-06-22,592.0,339.0,Team A,Follow-up,57.3
Ekiti,Ido-Osi,2025-06-18,572.0,484.0,Team E,Initial,84.6
Ekiti,Ekiti South-East,2025-06-29,327.0,,Team D,Initial,62.1
Ekiti,Ado-Ekiti,2025-06-07,,266.0,Team E,Initial,71.1
Ekiti,Emure,2025-06-16,435.0,266.0,Team B,Follow-up,61.1
Ekiti,Ado-Ekiti,2025-06-07,542.0,217.0,Team A,Initial,40.0
Ekiti,Ekiti South-West,2025-05-31,96.0,125.0,Team D,Initial,130.2
Ekiti,Emure,2025-06-30,540.0,524.0,Team A,Initial,97.0
Ekiti,Efon,2025-06-25,444.0,84.0,Team E,Initial,18.9
Ekiti,Oye,2025-06-30,218.0,401.0,Team C,Follow-up,183.9
Ekiti,Ekiti West,2025-06-06,89.0,147.0,Team A,Follow-up,165.2
Ekiti,Ise/Orun,2025-07-01,167.0,396.0,Team D,Follow-up,237.1
Ekiti,Ikole,2025-06-30,299.0,59.0,Team B,Initial,19.7
Ekiti,Ido-Osi,2025-05-30,70.0,489.0,Team D,Follow-up,698.6
Ekiti,Ise/Orun,2025-06-12,82.0,79.0,Team C,Follow-up,96.3
Ekiti,Ijero,2025-06-03,403.0,355.0,Team C,Follow-up,88.1
Ekiti,Ekiti South-East,2025-05-30,270.0,303.0,Team E,Initial,112.2
Ekiti,Irepodun/Ifelodun,2025-05-31,362.0,451.0,Team C,Follow-up,124.6
Ekiti,Efon,2025-06-06,114.0,,Team A,Follow-up,175.4
Ekiti,Ekiti West,2025-06-21,62.0,283.0,Team E,Initial,456.5
Ekiti,Ido-Osi,2025-06-04,150.0,528.0,Team B,Initial,352.0
Ekiti,Ido-Osi,2025-06-22,182.0,454.0,Team E,Initial,249.5
Ekiti,Ido-Osi,2025-06-26,403.0,334.0,Team A,Follow-up,82.9
Ekiti,Irepodun/Ifelodun,2025-06-01,561.0,505.0,Team E,Initial,90.0
Ekiti,Gbonyin,2025-05-30,365.0,342.0,Team C,Initial,93.7
Ekiti,Ise/Orun,2025-07-02,132.0,341.0,Team D,Initial,258.3
Ekiti,Oye,2025-06-13,318.0,254.0,Team B,Initial,79.9
Ekiti,Irepodun/Ifelodun,2025-06-29,545.0,427.0,Team C,Initial,103.78073188085241
Ekiti,Ekiti West,2025-06-14,414.0,468.0,Team B,Initial,
Ekiti,Ijero,2025-05-29,72.0,202.0,Team D,Follow-up,280.6
Ekiti,Moba,2025-06-27,209.0,106.0,Team C,Initial,50.7
Ekiti,Ekiti South-East,2025-06-02,114.0,469.0,Team A,Initial,
Ekiti,Ikole,2025-06-30,136.0,570.0,Team A,Initial,419.1
Ekiti,Ijero,2025-07-02,188.0,212.0,Team B,Initial,112.8
Ekiti,Oye,2025-06-03,487.0,566.0,Team A,Initial,116.2
Ekiti,Ekiti West,2025-07-01,203.0,368.0,Team D,Initial,181.3
Ekiti,Ekiti South-West,2025-06-02,259.0,184.0,Team A,Follow-up,71.0
Ekiti,Ekiti South-West,2025-06-28,254.0,583.0,Team C,Initial,229.5
Ekiti,Irepodun/Ifelodun,2025-06-14,191.0,72.0,Team C,Follow-up,37.7
Ekiti,Ikole,2025-06-02,223.0,372.0,Team D,Initial,166.8
Ekiti,Oye,2025-06-14,511.0,59.0,Team C,Follow-up,11.5
Ekiti,Ise/Orun,2025-06-13,,103.0,Team C,Initial,190.7
Ekiti,Ijero,2025-06-11,279.0,119.0,Team C,Initial,42.7
Ekiti,Ido-Osi,2025-06-12,215.0,228.0,Team C,Initial,106.0
Ekiti,Ekiti South-West,2025-06-27,338.0,233.0,Team B,Initial,68.9
Ekiti,Ekiti East,2025-06-29,202.0,409.0,Team B,Initial,202.5
Ekiti,Ijero,2025-06-22,282.0,552.0,Team B,Initial,195.7
Ekiti,Gbonyin,2025-06-02,387.0,453.0,Team E,Initial,117.1
Ekiti,Moba,2025-06-28,316.0,437.0,Team A,Initial,138.3
Ekiti,Emure,2025-06-16,96.0,433.0,Team D,Follow-up,451.0
Ekiti,Ijero,2025-05-31,107.0,121.0,Team A,Initial,113.1
Ekiti,Oye,2025-06-10,553.0,514.0,Team D,Initial,92.9
Ekiti,Ado-Ekiti,2025-06-02,313.0,417.0,Team C,Initial,133.2
Ekiti,Ido-Osi,2025-06-07,554.0,73.0,Team A,Initial,13.2
Ekiti,Ikole,2025-06-19,426.0,422.0,Team B,Initial,99.1
Ekiti,Oye,2025-06-14,195.0,243.0,Team D,Initial,124.6
Ekiti,Ekiti South-East,2025-06-17,322.0,278.0,Team C,Initial,86.3
Ekiti,Oye,2025-06-06,531.0,379.0,Team A,Initial,71.4
Ekiti,Emure,2025-05-29,63.0,149.0,Team C,Follow-up,236.5
Ekiti,Irepodun/Ifelodun,2025-06-28,,72.0,Team B,Initial,15.8
Ekiti,Ikole,2025-06-01,498.0,589.0,Team C,Initial,118.3
Ekiti,Irepodun/Ifelodun,2025-06-29,,381.0,Team D,Follow-up,331.3
Ekiti,Gbonyin,2025-06-15,,119.0,Team D,Initial,41.0
Ekiti,Ekiti East,2025-06-04,475.0,318.0,Team D,Initial,66.9
Ekiti,Emure,2025-06-11,542.0,133.0,Team A,Initial,111.2710352543623
Ekiti,Emure,2025-06-29,290.0,208.0,Team E,Follow-up,71.7
Ekiti,Ado-Ekiti,2025-06-16,565.0,,Team C,Follow-up,81.9
Ekiti,Oye,2025-07-01,486.0,106.0,Team A,Initial,21.8
Ekiti,Ekiti East,2025-06-16,446.0,343.0,Team A,Follow-up,76.9
Ekiti,Gbonyin,2025-06-27,249.0,235.0,Team C,Initial,94.4
Ekiti,Emure,2025-06-27,64.0,505.0,Team D,Initial,789.1
Ekiti,Gbonyin,2025-06-27,529.0,,Team E,Initial,91.3
Ekiti,Efon,2025-06-05,556.0,71.0,Team E,Initial,12.8
Ekiti,Irepodun/Ifelodun,2025-06-10,499.0,158.0,Team A,Initial,31.7
Ekiti,Ado-Ekiti,2025-06-17,523.0,119.0,Team D,Follow-up,22.8
Ekiti,Irepodun/Ifelodun,2025-06-03,575.0,325.0,Team E,Initial,
Ekiti,Ikere,2025-06-28,178.0,568.0,Team C,Follow-up,319.1
Ekiti,Ekiti East,2025-05-30,398.0,50.0,Team B,Initial,12.6
Ekiti,Irepodun/Ifelodun,2025-06-16,409.0,348.0,Team D,Follow-up,85.1
Ekiti,Ise/Orun,2025-06-27,,310.0,Team C,Initial,124.0
Ekiti,Efon,2025-06-02,136.0,174.0,Team C,Initial,127.9
Ekiti,Ido-Osi,2025-06-30,546.0,288.0,Team A,Follow-up,52.7
Ekiti,Ekiti South-East,2025-06-26,157.0,90.0,Team C,Initial,57.3
Ekiti,Ado-Ekiti,2025-06-15,135.0,299.0,Team D,Initial,221.5
Ekiti,Ikere,2025-06-22,60.0,547.0,Team D,Follow-up,911.7
Ekiti,Ado-Ekiti,2025-06-11,77.0,192.0,Team D,Initial,249.4
Ekiti,Emure,2025-06-11,453.0,81.0,Team D,Follow-up,17.9
Ekiti,Ekiti West,2025-06-02,371.0,541.0,Team A,Initial,
Ekiti,Ekiti South-West,2025-06-03,163.0,152.0,Team A,Initial,93.3
Ekiti,Oye,2025-06-07,214.0,558.0,Team C,Initial,260.7
Ekiti,Ado-Ekiti,2025-07-01,337.0,522.0,Team B,Initial,154.9
Ekiti,Oye,2025-06-14,189.0,57.0,Team C,Initial,30.2
Ekiti,Irepodun/Ifelodun,2025-06-21,164.0,257.0,Team C,Initial,156.7
Ekiti,Ekiti South-East,2025-06-06,114.0,90.0,Team E,Initial,78.9
Ekiti,Irepodun/Ifelodun,2025-06-30,91.0,382.0,Team B,Initial,419.8
Ekiti,Ikere,2025-06-15,434.0,130.0,Team B,Initial,30.0
Ekiti,Emure,2025-06-05,338.0,515.0,Team E,Initial,152.4
Ekiti,Ado-Ekiti,2025-06-21,252.0,384.0,Team E,Follow-up,152.4
Ekiti,Ado-Ekiti,2025-06-12,158.0,268.0,Team A,Follow-up,169.6
Ekiti,Oye,2025-06-29,441.0,273.0,Team D,Initial,61.9
Ekiti,Ikole,2025-06-29,272.0,56.0,Team B,Initial,20.6
Ekiti,Ekiti East,2025-06-23,207.0,240.0,Team C,Initial,115.9
Ekiti,Ekiti West,2025-05-30,358.0,362.0,Team D,Follow-up,114.07711187513371
Ekiti,Ise/Orun,2025-06-08,455.0,60.0,Team C,Initial,13.2
Ekiti,Ido-Osi,2025-05-29,569.0,192.0,Team C,Initial,33.7
Ekiti,Ikole,2025-06-29,410.0,418.0,Team E,Follow-up,102.0
Ekiti,Ijero,2025-06-26,383.0,214.0,Team E,Initial,55.9
Ekiti,Ekiti West,2025-06-23,53.0,574.0,Team D,Initial,1083.0
Ekiti,Efon,2025-06-17,238.0,411.0,Team D,Initial,172.7
Ekiti,Gbonyin,2025-06-07,596.0,55.0,Team B,Initial,9.2
Ekiti,Ise/Orun,2025-06-24,420.0,,Team B,Initial,28.3
Ekiti,Ekiti West,2025-06-20,594.0,330.0,Team D,Initial,55.6
Ekiti,Ekiti East,2025-06-22,478.0,574.0,Team E,Follow-up,120.1
Ekiti,Ise/Orun,2025-06-18,203.0,178.0,Team E,Follow-up,87.7
Ekiti,Ikole,2025-06-05,578.0,97.0,Team B,Follow-up,16.8
Ekiti,Moba,2025-06-19,73.0,,Team D,Initial,720.5
Ekiti,Gbonyin,2025-05-29,347.0,88.0,Team A,Initial,25.4
Ekiti,Moba,2025-06-18,367.0,469.0,Team C,Follow-up,127.8
Ekiti,Ijero,2025-06-19,162.0,,Team C,Follow-up,298.1
Ekiti,Ekiti West,2025-06-23,461.0,256.0,Team C,Initial,55.5
Ekiti,Ise/Orun,2025-06-05,265.0,118.0,Team C,Initial,44.5
Ekiti,Irepodun/Ifelodun,2025-06-10,457.0,571.0,Team B,Initial,124.9
Ekiti,Oye,2025-05-29,246.0,392.0,Team A,Follow-up,159.3
Ekiti,Efon,2025-06-16,551.0,538.0,Team D,Initial,97.6
Ekiti,Ekiti East,2025-06-14,342.0,557.0,Team C,Initial,162.9
Ekiti,Ido-Osi,2025-06-21,568.0,384.0,Team D,Follow-up,67.6
Ekiti,Ekiti West,2025-06-02,134.0,239.0,Team A,Initial,178.4
Ekiti,Emure,2025-06-23,59.0,178.0,Team C,Initial,301.7
Ekiti,Emure,2025-06-22,554.0,312.0,Team D,Initial,56.3
Ekiti,Gbonyin,2025-06-02,342.0,,Team D,Initial,71.6
Ekiti,Ekiti West,2025-06-21,73.0,482.0,Team E,Initial,660.3
Ekiti,Emure,2025-06-25,144.0,333.0,Team B,Follow-up,231.2
Ekiti,Ikere,2025-06-15,445.0,228.0,Team E,Initial,51.2
Ekiti,Ado-Ekiti,2025-06-01,311.0,87.0,Team A,Initial,28.0
Ekiti,Ekiti East,2025-06-15,331.0,507.0,Team C,Initial,153.2
Ekiti,Ekiti West,2025-06-04,437.0,69.0,Team E,Initial,15.8
Ekiti,Gbonyin,2025-06-01,288.0,72.0,Team C,Follow-up,25.0
Ekiti,Ijero,2025-06-16,249.0,238.0,Team D,Follow-up,95.6
Ekiti,Irepodun/Ifelodun,2025-06-07,92.0,533.0,Team B,Initial,579.3
Ekiti,Ekiti South-West,2025-06-13,448.0,420.0,Team C,Initial,93.8
Ekiti,Ekiti South-West,2025-06-15,367.0,292.0,Team A,Initial,79.6
Ekiti,Ikole,2025-06-25,569.0,170.0,Team D,Follow-up,
Ekiti,Ado-Ekiti,2025-06-30,55.0,146.0,Team B,Follow-up,265.5
Ekiti,Ekiti East,2025-06-18,87.0,412.0,Team E,Initial,473.6
Ekiti,Ekiti South-West,2025-06-10,562.0,,Team E,Initial,52.1
Ekiti,Ise/Orun,2025-06-21,210.0,237.0,Team A,Follow-up,112.9
Ekiti,Ise/Orun,2025-06-25,316.0,251.0,Team B,Initial,79.4
Ekiti,Irepodun/Ifelodun,2025-05-30,319.0,107.0,Team E,Follow-up,33.5
Ekiti,Ekiti South-East,2025-06-23,421.0,464.0,Team C,Follow-up,110.2
Ekiti,Ado-Ekiti,2025-06-11,348.0,458.0,Team E,Initial,131.6
Ekiti,Gbonyin,2025-06-03,166.0,,Team D,Initial,326.5
Ekiti,Emure,2025-06-01,308.0,268.0,Team D,Follow-up,87.0
Ekiti,Ijero,2025-06-24,574.0,468.0,Team A,Initial,109.22223439333507
Ekiti,Moba,2025-06-26,312.0,,Team E,Follow-up,44.9
Ekiti,Ekiti South-East,2025-06-06,83.0,,Team B,Initial,190.4
Ekiti,Ado-Ekiti,2025-06-16,560.0,504.0,Team E,Initial,90.0
Ekiti,Ise/Orun,2025-06-29,353.0,393.0,Team D,Initial,111.3
Ekiti,Ekiti East,2025-06-01,153.0,,Team A,Initial,
Ekiti,Moba,2025-06-06,165.0,395.0,Team B,Follow-up,239.4
Ekiti,Emure,2025-06-08,513.0,479.0,Team E,Follow-up,93.4
Ekiti,Ijero,2025-06-28,383.0,519.0,Team D,Follow-up,135.5
Ekiti,Ise/Orun,2025-06-24,67.0,379.0,Team E,Initial,565.7
Ekiti,Ikere,2025-06-19,223.0,477.0,Team C,Follow-up,213.9
Ekiti,Ijero,2025-06-16,139.0,314.0,Team E,Initial,225.9
Ekiti,Ido-Osi,2025-06-17,508.0,327.0,Team E,Follow-up,64.4
Ekiti,Irepodun/Ifelodun,2025-06-14,122.0,465.0,Team E,Initial,381.1
Ekiti,Ikere,2025-06-14,392.0,261.0,Team A,Initial,66.6
Ekiti,Ido-Osi,2025-06-23,517.0,510.0,Team B,Initial,98.6
Ekiti,Ekiti West,2025-06-13,295.0,408.0,Team D,Initial,103.30397707186361
Ekiti,Emure,2025-06-17,242.0,93.0,Team C,Initial,38.4
Ekiti,Ijero,2025-06-28,598.0,98.0,Team A,Initial,16.4
Ekiti,Ekiti West,2025-06-23,224.0,253.0,Team B,Initial,112.9
Ekiti,Moba,2025-06-05,540.0,506.0,Team A,Initial,93.7
Ekiti,Gbonyin,2025-06-08,,193.0,Team B,Follow-up,48.1
Ekiti,Ijero,2025-06-08,430.0,259.0,Team A,Initial,60.2
Ekiti,Ido-Osi,2025-06-02,567.0,338.0,Team C,Initial,59.6
Ekiti,Ekiti South-West,2025-06-11,97.0,462.0,Team E,Initial,
Ekiti,Irepodun/Ifelodun,2025-06-30,265.0,107.0,Team B,Initial,40.4
Ekiti,Efon,2025-06-29,491.0,151.0,Team C,Follow-up,30.8
Ekiti,Ekiti West,2025-06-12,493.0,465.0,Team B,Initial,94.3
